sentence,nutrient,pmid,label
thiamine and magnesium therefore play a critical role in glucose metabolism and their deficiency may result in the accumulation of anaerobic metabolites including lactate due to a mismatch between caloric burden and function of thiamine dependent enzymes.,magnesium,29779823,0
use of isotonic nebulised magnesium sulphate as an adjuvant to salbutamol in treatment of severe asthma in adults: randomised placebo-controlled trial.,magnesium,12826434,0
claims that magnesium nutriture has a role in preventing or ameliorating chronic disease such as heart disease and hypertension need to be critically evaluated if they are to be used to set the next rda.,magnesium,8811804,0
"when the magnesium excretion was measured in the metabolic subgroups, a subset of patients (21.6%) could be identified with marked hypomagnesuria as the only metabolic abnormality.",magnesium,4060380,0
a comparison of maternal calcium and magnesium levels in pre-eclamptic and normotensive pregnancies: an observational case-control study.,magnesium,24102858,0
study on the dose-response relationship between magnesium and type 2 diabetes of childbearing women in the china adult chronic disease and nutrition surveillance 2015.,magnesium,38613051,0
tight binding requires mgatp and very weak binding is observed in the absence of either magnesium ion or atp.,magnesium,127795,0
"results: during magnesium depletion, heart rhythm changes appeared in 5 women and resulted in 4 prematurely entering the magnesium repletion period (42 to 64 days of depletion instead of 78).",magnesium,17536123,0
the basal cytosolic mg2+ activity (0.54 +/- 0.1 mm) measured with mag-fura-2 doubled when 4.54 mm magnesium was liberated from atp: bmg was 12.9 indicating that a 1 mm increase in mg2+ activity requires an addition of about 13 mm magnesium.,magnesium,7854327,0
"results: compared with participants that met the acceptable macronutrient distribution ranges, those that consumed restricted carbohydrate diets had greater prevalence of inadequacy (% <estimated average requirement) for vitamin a (46.7% vs 33.6%), folate (12.9% vs 4.3%), vitamin c (42.5% vs 23.3%), vitamin d (64.6% vs 61.3%), magnesium (45.2% vs 41.3%), and iron (3.0% vs 1.3%), and lower prevalence of inadequacy for zinc (8.1% vs 12.2%) and vitamin b12 (1.7% vs 2.8%; p < .05 for all comparisons).",magnesium,39521380,0
no side-effects were associated with the oral ingestion of the magnesium.,magnesium,15533151,0
objective: we examined the frequency of concomitant deficit of magnesium (mg) and vitamin d in obese patients and evaluated the connection of these combined deficiencies with indicators of cardiometabolic risk in non-diabetic subjects.,magnesium,28828979,0
"the thrombocytes exhibited increased concentrations of calcium and magnesium, but the same concentrations of iron and zinc as found in healthy subjects.",magnesium,2136129,0
"first, naoh addition yielded calcium and magnesium precipitation, preventing scaling in ed.",magnesium,30014981,0
"serum insulin, glucose, calcium, magnesium, 25-ohd3, c-reactive protein, leptin, adiponectin, and erythrocytes fatty acids were measured.",magnesium,25477716,0
association between serum magnesium and fasting glucose levels was evaluated using multiple regression analysis.,magnesium,21046278,0
proton pump inhibitor use for 12 months is not associated with changes in serum magnesium levels: a prospective open label comparative study.,magnesium,28082254,0
"especially when cytopenia is the initial symptom of a pid, the order and depth of diagnostic steps have to be performed in accordance with both an immunologic and a hematologic approach and will help exclude disorders such as systemic lupus erythematosus, common variable immunodeficiency, and autoimmune lymphoproliferative syndromes, hemophagocytic disorders, lymphoproliferative diseases, and novel differential diagnoses such as monomac syndrome (gata2 deficiency), cd27 deficiency, lipopolysaccharide-responsive beige-like anchor (lrba) deficiency, activated pi3kd syndrome (apds), x-linked immunodeficiency with magnesium defect (magt1 deficiency), and others.",magnesium,25163701,0
"thus, magnesium is influencing the expression of cbfalpha1 and alp associated with vc and may have the potential to serve as a role for vc in clinical situations.",magnesium,26171172,0
"water hardness, as well as calcium and magnesium content of drinking water may have a protective role against cvds.",magnesium,24627741,0
"flocking asbestos waste, an iron and magnesium source for pseudomonas.",magnesium,31887510,0
"high concentrations of soluble orthophosphate, magnesium and potassium are released during anaerobic digestion of biological phosphorus removal (bpr) sludge.",magnesium,12188563,0
"the factors which promote the health of bones include calcium, vitamin d, vitamin k, phosphorus, magnesium, and protein.",magnesium,31256269,0
background: magnesium enhances the effect of rocuronium.,magnesium,24608361,0
magnesium infusions were not associated with lower mv requirement or lower picu los after controlling for covariates.,magnesium,35757130,0
"however, there was a weak but statistically significant correlation between magnesium content in duodenal fluid and duodenal mucosa (r = 0.54, p less than 0.001).",magnesium,7357739,0
"the results show that the hair calcium levels were weakly related to the quality of diet, with some synergistic interactions between nutrients, especially vitamin d and magnesium.",magnesium,21448562,0
disturbances of calcium and magnesium metabolism are frequent in hyperthyroid patients.,magnesium,2805340,0
"the influence of some antipsychotics on erythrocyte magnesium and plasma magnesium, calcium, copper and zinc in patients with paranoid schizophrenia.",magnesium,15466963,0
"the leaf concentrations of nitrogen, phosphorus, potassium, magnesium, calcium, sulfur, boron, zinc, manganese, iron, and copper were also analyzed.",magnesium,39403108,0
the contribution of dietary magnesium in farm animals and human nutrition.,magnesium,33557151,0
"all three dosages of potassium-magnesium citrate significantly increased serum potassium concentration, with >80% of subjects regaining normal values despite continued thiazide therapy.",magnesium,10423646,0
oral administration of magnesium hydroxide to subjects with insulin-dependent diabetes mellitus: effects on magnesium and potassium levels and on insulin requirements.,magnesium,3054347,0
"in the fixed effect model, magnesium sulphate is effective in preventing hospitalisation (or 0.290, 95% ci 0.143 to 0.589).",magnesium,15613519,0
"significantly lower vitamin d, magnesium, calcium, and opg levels, meanwhile, significantly higher serum parathyroid hormone, rank, and rankl levels were detected in survivors compared with the control group.",magnesium,37494610,0
